LOOKUP KEY,PARENT,CODE,POSITION,MINIMUM,MAXIMUM,MANDATORY,PARENT ARRAY
CITY,Jharkhand,Lohardaga,,,,,
CITY,Jharkhand,Pakur,,,,,
CITY,Jharkhand,Palamu,,,,,
CITY,Jharkhand,Ramgarh,,,,,
CITY,Jharkhand,Ranchi,,,,,
CITY,Jharkhand,Sahibganj,,,,,
CITY,Jharkhand,Seraikela-Kharsawan,,,,,
CITY,Jharkhand,Simdega,,,,,
CITY,Jharkhand,West Singhbhum,,,,,
CITY,Kerala,Alappuzha,,,,,
CITY,Kerala,Ernakulam,,,,,
CITY,Kerala,Idukki,,,,,
CITY,Kerala,Kannur,,,,,
CITY,Kerala,Kasaragod,,,,,
CITY,Kerala,Kollam,,,,,
CITY,Kerala,Kottayam,,,,,
CITY,Kerala,Kozhikode,,,,,
CITY,Kerala,Malappuram,,,,,
CITY,Kerala,Palakkad,,,,,
CITY,Kerala,Pathanamthitta,,,,,
CITY,Kerala,Thiruvananthapuram,,,,,
CITY,Kerala,Thrissur,,,,,
CITY,Kerala,Wayanad,,,,,
CITY,Manipur,Bishnupur,,,,,
CITY,Manipur,Chandel,,,,,
CITY,Manipur,Churachandpur,,,,,
CITY,Manipur,Imphal West,,,,,
CITY,Manipur,Senapati,,,,,
CITY,Manipur,Tamenglong,,,,,
CITY,Manipur,Thoubal,,,,,
CITY,Manipur,Ukhrul,,,,,
CITY,Meghalaya,East Garo Hills,,,,,
CITY,Meghalaya,East Jaintia Hills,,,,,
CITY,Meghalaya,North Garo Hills,,,,,
CITY,Meghalaya,Ri Bhoi,,,,,
CITY,Meghalaya,South Garo Hills,,,,,
CITY,Meghalaya,South West Khasi Hills,,,,,
CITY,Meghalaya,West Garo Hills,,,,,
CITY,Meghalaya,West Jaintia Hills,,,,,
CITY,Meghalaya,West Khasi Hills,,,,,
CITY,Mizoram,Aizawl,,,,,
CITY,Mizoram,Champhai,,,,,
CITY,Mizoram,Kolasib,,,,,
CITY,Mizoram,Lawngtlai,,,,,
CITY,Mizoram,Lunglei,,,,,
CITY,Mizoram,Mamit,,,,,
CITY,Mizoram,Saiha,,,,,
CITY,Nagaland,Kohima,,,,,
CITY,Tripura,Agartala,,,,,
CITY,Tripura,Dhalai,,,,,
CITY,Tripura,North Tripura,,,,,
CITY,Tripura,Sepahijala,,,,,
CITY,Tripura,South Tripura,,,,,
INVENTORY_STATUS_STORE,,Pending Approval,,,,,
INVENTORY_STATUS_STORE,,Pending Brand Approval,,,,,
INVENTORY_STATUS_STORE,,Pending Packaging,,,,,
INVENTORY_STATUS_STORE,,Pending Store Dispatch,,,,,
INVENTORY_STATUS_STORE,,In-Transit,,,,,
INVENTORY_STATUS_STORE,,Pending Repair,,,,,
INVENTORY_STATUS_STORE,,Pending Replacement,,,,,
INVENTORY_STATUS_STORE,,Pending Brand Inspection,,,,,
INVENTORY_STATUS_STORE,,Pending Packaging,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Grade,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending QC,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Restock,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Transfer Out,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Replacement,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Repair,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Rental,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Repackaging,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Liquidation,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Brand Call-Log,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Publish,,,,,
INVENTORY_STATUS_WAREHOUSE,,Reserved,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Buyer Payment,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Brand Inspection,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending e-waste Compliance Document,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Warehouse Dispatch,,,,,
INVENTORY_STATUS_WAREHOUSE,,Closed Successfully,,,,,
LOGISTICS_ORDER_TYPES,,Pickup,,,,,
LOGISTICS_ORDER_TYPES,,Drop,,,,,
LOGISTICS_ORDER_TYPES,,Return Pickup,,,,,
EMAIL_TEMPLATES,,Reminder Template,,,,,
EMAIL_TEMPLATES,,Approval Email Template,,,,,
EMAIL_TEMPLATES,,Approved Email Template,,,,,
EMAIL_TEMPLATES,,Esclation Template,,,,,
RETURN_REQUEST_STATUS,,Pending Store Approval,,,,,
RETURN_REQUEST_STATUS,,Pending Client Approval,,,,,
RETURN_REQUEST_STATUS,,Pending Packaging,,,,,
RETURN_REQUEST_STATUS,,Pending Store Dispatch,,,,,
RETURN_REQUEST_STATUS,,In-Transit,,,,,
GATE_PASS_STATUS,,In-Transit,,,,,
GATE_PASS_STATUS,,Received,,,,,
GATE_PASS_STATUS,,Completed,,,,,
GATE_PASS_STATUS,,Created,,,,,
DISTRIBUTION_CENTER_TYPES,,Store,,,,,
DISTRIBUTION_CENTER_TYPES,,Warehouse,,,,,
DISTRIBUTION_CENTER_TYPES,,DC,,,,,
DISTRIBUTION_CENTER_TYPES,,RP Site,,,,,
DISTRIBUTION_CENTER_TYPES,,Institutional Site,,,,,
DISTRIBUTION_CENTER_TYPES,,Ecommerce Site,,,,,
WAREHOUSE_BOX_CONDITIONS,,Intact,,,,,
WAREHOUSE_BOX_CONDITIONS,,Damaged,,,,,
CONSIGNMET_FILE_TYPES,,Outward Document,,,,,
CONSIGNMET_FILE_TYPES,,Delivery Challan,,,,,
CONSIGNMET_FILE_TYPES,,Security Pass,,,,,
CONSIGNMET_BOX_FILE_TYPES,,Outward Document,,,,,
CONSIGNMET_BOX_FILE_TYPES,,Delivery Challan,,,,,
CONSIGNMET_BOX_FILE_TYPES,,Security Pass,,,,,
ALERT_TYPES,,High,,,,,
ALERT_TYPES,,Medium,,,,,
ALERT_TYPES,,Low,,,,,
WAREHOUSE_REASONS,,No PSlip Number,,,,,
WAREHOUSE_REASONS,,Items Mismatch,,,,,
WAREHOUSE_REASONS,,Items Matching,,,,,
WAREHOUSE_REASONS,,Items Count Short,,,,,
WAREHOUSE_REASONS,,Item Count More,,,,,
WAREHOUSE_REASONS,,Physical Damage,,,,,
VENDOR_RETURN_STATUS,,Pending Call Log,2,,,,
VENDOR_RETURN_STATUS,,Pending Brand Approval,4,,,,
VENDOR_RETURN_STATUS,,Pending Disposition,7,,,,
VENDOR_RETURN_STATUS,,Pending Dispatch,5,,,,
VENDOR_RETURN_STATUS,,Pending Settlement,6,,,,
RTV_ALERT_TYPE,,Reminder,,,,,
RTV_ALERT_TYPE,,Escalation,,,,,
REPAIR_STATUS,,Repair Initiation,8,,,,
REPAIR_STATUS,,Pending Repair Completion,4,,,,
REPAIR_STATUS,,Repair QC,9,,,,
REPAIR_STATUS,,Pending Putaway,10,,,,
DEALER_STATUS,,Approved,,,,,
DEALER_STATUS,,Rejected,,,,,
DEALER_STATUS,,Pending Approval,,,,,
DEALER_STATUS,,Pending Submission,,,,,
DEALER_TYPES,,Franchisee,,,,,
DEALER_TYPES,,Wholesaler,,,,,
DEALER_TYPES,,Distributor,,,,,
COMPANY_STOCK_INVENTORY_STATUS,,Available To Sell,,,,,
COMPANY_STOCK_INVENTORY_STATUS,,Reserved,,,,,
COMPANY_STOCK_INVENTORY_STATUS,,Sold,,,,,
DEALER_ORDER_STATUS,,Pending Approval,,,,,
DEALER_ORDER_STATUS,,Approved,,,,,
DEALER_ORDER_STATUS,,Rejected,,,,,
DEALER_ORDER_STATUS,,Edited,,,,,
INVOICE_PAYMENT_TYPES,,Cash,,,,,
INVOICE_PAYMENT_TYPES,,Card,,,,,
INVOICE_PAYMENT_TYPES,,DD,,,,,
DEALER_ORDER_INVENTORY_STATUS,,Completed,,,,,
DEALER_ORDER_INVENTORY_STATUS,,Not Received,,,,,
DEALER_ORDER_INVENTORY_STATUS,,Excess,,,,,
DEALER_ORDER_INVENTORY_SALE_STATUS,,Available To Sell,,,,,
DEALER_ORDER_INVENTORY_SALE_STATUS,,Received,,,,,
DEALER_ORDER_INVENTORY_SALE_STATUS,,Sold,,,,,
VENDOR_RETURN_STATUS,,Pending Claim,1,,,,
VENDOR_RETURN_STATUS,,Pending Brand Inspection,3,,,,
VENDOR_RETURN_STATUS,,RTV Closed,8,,,,
ORDER_STATUS_WAREHOUSE,,Pending Pick,,,,,
ORDER_STATUS_WAREHOUSE,,Pending Pack,,,,,
ORDER_STATUS_WAREHOUSE,,Pending Dispatch,,,,,
ORDER_STATUS_WAREHOUSE,,Dispatched,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Receipt,,,,,
GATEPASS_INVENTORY_STATUS,,Pending Receipt,,,,,
GATEPASS_INVENTORY_STATUS,,Fully Received,,,,,
GATEPASS_INVENTORY_STATUS,,Part Received,,,,,
GATEPASS_INVENTORY_STATUS,,Excess Received,,,,,
INSURANCE_STATUS,,Pending Insurance Submission,1,,,,
INSURANCE_STATUS,,Pending Insurance Call Log,2,,,,
INSURANCE_STATUS,,Pending Insurance Inspection,3,,,,
INSURANCE_STATUS,,Pending Insurance Approval,4,,,,
INSURANCE_STATUS,,Pending Insurance Disposition,5,,,,
INSURANCE_STATUS,,Insurance Closed,7,,,,
INSURANCE_FILE_TYPE,,Insurance Submission,,,,,
INSURANCE_FILE_TYPE,,Insurance Inspection,,,,,
INSURANCE_FILE_TYPE,,Insurance Resolution,,,,,
INSURANCE_FILE_TYPE,,Insurance Disposition,,,,,
WAREHOUSE_ORDER_FILE_TYPES,,POD,,,,,
WAREHOUSE_ORDER_FILE_TYPES,,Gatepass,,,,,
WAREHOUSE_ORDER_FILE_TYPES,,Invoice,,,,,
ORDER_STATUS_WAREHOUSE,,In Dispatch,,,,,
REPAIR_STATUS,,Pending Repair Initiation,1,,,,
REPAIR_STATUS,,Pending Repair Estimate,2,,,,
REPAIR_STATUS,,Pending Repair Approval,3,,,,
REPAIR_STATUS,,Pending Repair Grade,5,,,,
REPAIR_STATUS,,Pending Repair Disposition,6,,,,
REPAIR_STATUS,,Pending Repair Disposition Set,7,,,,
REPAIR_STATUS,,Pending Quotation,8,,,,
REPAIR_STATUS,,Pending Repair,9,,,,
REPAIR_STATUS,,Dispatch,10,,,,
REPAIR_STATUS,,Pending Disposition,11,,,,
REPAIR_LOCATION,,In House,,,,,
REPAIR_LOCATION,,External Location,,,,,
INSURANCE_STATUS,,Pending Insurance Dispatch,6,,,,
LIQUIDATION_STATUS,,Pending Lot Creation,3,,,,
GATE_PASS_STATUS,,Open,,,,,
GATE_PASS_STATUS,,Closed,,,,,
GATE_PASS_STATUS,,Pending Receipt,,,,,
GATEPASS_INVENTORY_STATUS,,Pending GRN,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending GRN,,,,,
REPLACEMENT_STATUS,,Pending Replacement Call Log,1,,,,
REPLACEMENT_STATUS,,Pending Replacement Inspection,2,,,,
REPLACEMENT_STATUS,,Pending Replacement Resolution,3,,,,
REPLACEMENT_STATUS,,Pending Replacement Replaced,4,,,,
REPLACEMENT_STATUS,,Pending Replacement Disposition,5,,,,
REPLACEMENT_STATUS,,Pending Replacement Approved,6,,,,
REPLACEMENT_STATUS,,Pending Replacement Closed,7,,,,
REPLACEMENT_STATUS,,Pending Redeployment,8,,,,
REPLACEMENT_STATUS,,Dispatch,9,,,,
REPLACEMENT_STATUS,,Pending Confirmation,10,,,,
REPLACEMENT_STATUS,,Pending Replacement,11,,,,
REPLACEMENT_LOCATION,,In House,,,,,
REPLACEMENT_LOCATION,,External Location,,,,,
REPLACEMENT_FILE_TYPE,,Replacement Disposition,,,,,
REPLACEMENT_FILE_TYPE,,Replacement Detail,,,,,
REPLACEMENT_FILE_TYPE,,Replacement Approved,,,,,
REPLACEMENT_FILE_TYPE,,Replacement Reject,,,,,
REPLACEMENT_FILE_TYPE,,Replacement Inspection,,,,,
REPLACEMENT_FILE_TYPE,,Replacement Call Log,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Issue Resolution,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Insurance,,,,,
MARKDOWN_STATUS,,Pending Transfer Out Destination,1,,,,
MARKDOWN_STATUS,,Pending Transfer Out Dispatch,2,,,,
MARKDOWN_STATUS,,Pending Transfer Out Dispatch Complete,3,,,,
MARKDOWN_FILE_TYPE,,Markdown Destination,,,,,
MARKDOWN_FILE_TYPE,,Markdown Dispatch,,,,,
REDEPLOY_STATUS,,Pending Redeploy Destination,1,,,,
REDEPLOY_STATUS,,Pending Redeploy Dispatch,2,,,,
REDEPLOY_STATUS,,Redeploy Dispatch Complete,3,,,,
RESTOCK_STATUS,,Pending Restock Destination,1,,,,
RESTOCK_STATUS,,Pending Restock Dispatch,2,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Redeploy,,,,,
RTV_FILE_TYPE,,Claim,,,,,
RTV_FILE_TYPE,,Inspection,,,,,
RTV_FILE_TYPE,,Disposition,,,,,
RTV_FILE_TYPE,,Dispatch,,,,,
RTV_FILE_TYPE,,Settlement,,,,,
POLICY,,In-Policy,,,,,
POLICY,,Out-Policy,,,,,
E-WASTE_STATUS,,Pending E-Waste,1,,,,
E-WASTE_STATUS,,Pending E-Waste Dispatch,2,,,,
WAREHOUSE_ORDER_FILE_TYPES,,RSTO Document,,,,,
LOT_STATUS,,Pending Closure,,,,,
LOT_STATUS,,Partial Payment,,,,,
LOT_STATUS,,Full Payment Received,,,,,
LOT_STATUS,,Dispatch Ready,,,,,
LOT_STATUS,,Dispatched,,,,,
INVENTORY_GRADE,,A,,,,,
INVENTORY_GRADE,,AA,,,,,
INVENTORY_GRADE,,B,,,,,
INVENTORY_GRADE,,C,,,,,
INVENTORY_GRADE,,D,,,,,
INVENTORY_GRADE,,E,,,,,
INVENTORY_GRADE,,A1,,,,,
INVENTORY_GRADE,,Not Tested,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,NRGP,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,OBD,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,Customer Invoice,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,RTN,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,GI Copy,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,POD,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,Tax Invoice,,,,,
WAREHOUSE_CONSIGNMENT_FILE_TYPES,,RGP,,,,,
WAREHOUSE_DISPOSITION,,Brand Call-Log,,,,,
WAREHOUSE_DISPOSITION,,Redeploy,,,,,
WAREHOUSE_DISPOSITION,,Repair,,,,,
WAREHOUSE_DISPOSITION,,Replacement,,,,,
WAREHOUSE_DISPOSITION,,E-Waste,,,,,
WAREHOUSE_DISPOSITION,,Pending Transfer Out,,,,,
WAREHOUSE_DISPOSITION,,Markdown,,,,,
WAREHOUSE_DISPOSITION,,Insurance,,,,,
WAREHOUSE_DISPOSITION,,Liquidation,,,,,
WAREHOUSE_DISPOSITION,,Restock,,,,,
WAREHOUSE_DISPOSITION,,Rental,,,,,
LIQUIDATION_STATUS,,Pending Liquidation,1,,,,
LIQUIDATION_STATUS,,Pending Liquidation Regrade,2,,,,
LIQUIDATION_STATUS,,Pending Lot Dispatch,4,,,,
LIQUIDATION_STATUS,,Pending B2C Publish,14,,,,
LIQUIDATION_STATUS,,In Progress B2C,15,,,,
LIQUIDATION_STATUS,,B2C Pending Decision,16,,,,
LIQUIDATION_STATUS,,Dispatch,17,,,,
RETURN_REASON_FILE_TYPES,,Customer Invoice,,15,15,FALSE,
RETURN_REASON_FILE_TYPES,,OBD,,,,,
RETURN_REASON_FILE_TYPES,,NRGP,,,,,
RETURN_REASON_FILE_TYPES,,Check List,,,,,
RETURN_REASON_FILE_TYPES,,DOA Letter,,,,,
RETURN_REASON_FILE_TYPES,,NER Number,,4,0,TRUE,
GRADING_TYPE,,Warehouse,,,,,
GRADING_TYPE,,Pending Liquidation Regrade,,,,,
GRADING_TYPE,,Pending Repair Grade,,,,,
GRADING_TYPE,,Own Label,,,,,
GRADING_TYPE,,Non Own Label,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending E-Waste,,,,,
PENDING_DISPOSITION_STATUS,,Pending Disposition,,,,,
PENDING_DISPOSITION_STATUS,,Pending Disposition Closed,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending Disposition,,,,,
WAREHOUSE_DISPOSITION,,Pending Disposition,,,,,
WAREHOUSE_ORDER_FILE_TYPES,,NRGP,,,,,
VENDOR_TYPE,,Brand Call-Log,,,,,
VENDOR_TYPE,,Insurance,,,,,
VENDOR_TYPE,,Pending Transfer Out,,,,,
VENDOR_TYPE,,Redeploy,,,,,
VENDOR_TYPE,,Replacement,,,,,
VENDOR_TYPE,,Email Liquidation,,,,,
VENDOR_TYPE,,Contracted Liquidation,,,,,
VENDOR_TYPE,,Repair,,,,,
VENDOR_TYPE,,E-Waste,,,,,
VENDOR_TYPE,,Internal Vendor,,,,,
VENDOR_TYPE,,External Vendor,,,,,
UPDATE_STN_FILE_TYPES,,STN Update Document,,,,,
CITY,Karnataka,Mangalore,,,,,
CITY,Karnataka,Hubballi,,,,,
CITY,Tamil Nadu,Coimbatore,,,,,
LIQUIDATION_LOT_TYPE,,Email Lot,,,,,
LIQUIDATION_LOT_TYPE,,Beam Lot,,,,,
LIQUIDATION_LOT_TYPE,,Manual Dispatch Lot,,,,,
LIQUIDATION_LOT_TYPE,,Contract Lot,,,,,
LIQUIDATION_LOT_TYPE,,Competitive Lot,,,,,
LIQUIDATION_LOT_TYPE,,B2C,,,,,
LIQUIDATION_LOT_TYPE,,MOQ Lot,,,,,
LIQUIDATION_LOT_TYPE,,MOQ Sub Lot,,,,,
LOT_STATUS,,Pending Publish,,,,,
LOT_STATUS,,In Progress,,,,,
LOT_STATUS,,No Bid,,,,,
LOT_STATUS,,Confirmation Pending,,,,,
LOT_STATUS,,Archived,,,,,
LOT_STATUS,,Pending Payment,,,,,
LOT_STATUS,,Pending B2B Publish,,,,,
LOT_STATUS,,Pending lot details,,,,,
LOT_STATUS,,Ready for publishing,,,,,
LOT_STATUS,,Ready For Republishing,,,,,
LOT_STATUS,,Publish Initiated,,,,,
LOT_STATUS,,Publish Error,,,,,
LOT_STATUS,,Ready for publishing sub lot,,,,,
LOT_STATUS,,In Progress B2C,,,,,
LOT_STATUS,,In Progress B2B,,,,,
LOT_STATUS,,MOQ Sub Lot In Progress B2B,,,,,
LOT_STATUS,,MOQ Sub Lot Pending Decision,,,,,
LOT_STATUS,,Pending Decision,,,,,
LOT_STATUS,,Hide For Pending Decision,,,,,
LOT_STATUS,,Creating Sub Lots,,,,,
ORDER_STATUS_WAREHOUSE,,Partial Dispatch,,,,,
WAREHOUSE_DISPOSITION,,RTV,,,,,
INVENTORY_STATUS_WAREHOUSE,,Pending RTV,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,RTN,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,GI,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,POD,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,NRGP,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,LR,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,E-Way Bill,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,STO,,,,,
WAREHOUSE_ORDER_DOCUMENT_TYPES,,Invoice,,,,,
INVENTORY_STATUS_WAREHOUSE,,Available To Sell,,,,,
GATE_PASS_TYPE,,IBD,,,,,
GATE_PASS_TYPE,,OBD,,,,,
GATE_PASS_TYPE,,GI,,,,,
GATE_PASS_TYPE,,PCKSLP,,,,,
INVENTORY_STATUS_FORWARD,,Inwarded,,,,,
INVENTORY_STATUS_FORWARD,,Submitted,,,,,
GATE_PASS_STATUS,,Assigned,,,,,
GATE_PASS_STATUS,,Scanning In Progress,,,,,
REQUEST_STATUS,,Pending,,,,,
REQUEST_STATUS,,Partialy Graded,,,,,
REQUEST_STATUS,,Fully Graded,,,,,
GATE_PASS_TYPE,,ZRTN,,,,,
LIQUIDATION_STATUS,,Pending RFQ,3,,,,
LIQUIDATION_STATUS,,Pending Publish,4,,,,
LIQUIDATION_STATUS,,Inprogress,5,,,,
LIQUIDATION_STATUS,,Decision Pending,6,,,,
DISPATCH_STATUS,,Pending Pick-Up,,,,,
DISPATCH_STATUS,,Pending Packaging,,,,,
DISPATCH_STATUS,,Pending Dispatch,,,,,
DISPATCH_STATUS,,Pending Disposition,,,,,
DISPATCH_STATUS,,Completed,,,,,
DISPATCH_STATUS,,Dispatched,,,,,
REPAIR_STATUS,,Pending Redeployment,7,,,,
VENDOR_RETURN_STATUS,,Pending Brand Resolution,8,,,,
LIQUIDATION_STATUS,,Allocate B2C,7,,,,
LIQUIDATION_STATUS,,Allocate B2B,8,,,,
LIQUIDATION_STATUS,,Contracted Price,9,,,,
LIQUIDATION_STATUS,,Competitive Bidding Price,10,,,,
LIQUIDATION_STATUS,,MOQ Price,11,,,,
LIQUIDATION_STATUS,,Pending Approval,12,,,,
LIQUIDATION_STATUS,,Pending Payment,13,,,,
BOX_STATUSES,,Pending Receipt,,,,,
BOX_STATUSES,,Box Rejected,,,,,
BOX_STATUSES,,Box Inwarded,,,,,
BOX_STATUSES,,Pending Box Resolution,,,,,
INWARD_STATUSES,,Pending Receipt,,,,,
INWARD_STATUSES,,Box Inwarded,,,,,
INWARD_STATUSES,,Inwarded,,,,,
INWARD_STATUSES,,Item Inwarded,,,,,
INWARD_STATUSES,,Pending Box Resolution,,,,,
INWARD_STATUSES,,Pending Item Resolution,,,,,
INWARD_STATUSES,,Pending Item Inwarding,,,,,
INWARD_STATUSES,,Write Off,,,,,
INWARD_STATUSES,,Pending GRN,,,,,
INWARD_STATUSES,,Pending Brand Call-Log,,,,,
INWARD_STATUSES,,Pending RTV,,,,,
INWARD_STATUSES,,Pending Liquidation,,,,,
INWARD_STATUSES,,Pending Insurance,,,,,
INWARD_STATUSES,,Pending 3P Claim,,,,,
INWARD_STATUSES,,Pending Markdown,,,,,
INWARD_STATUSES,,Send To Customer,,,,,
INWARD_STATUSES,,Send To Consignor,,,,,
INWARD_STATUSES,,Item Rejected,,,,,
PENDING_BOX_SEARCH,,Customer Id,,,,,
PENDING_BOX_SEARCH,,Consignor Location,,,,,
PENDING_ITEM_SEARCH,,Consignor Location,,,,,
PENDING_ITEM_SEARCH,,Issue,,,,,
BOX_CONDITION,,Ok,,,,,
BOX_CONDITION,,Minor Damaged,,,,,
BOX_CONDITION,,Major Damaged,,,,,
BRAND_CALL_LOG_STATUS,,Pending Information,1,,,,
BRAND_CALL_LOG_STATUS,,Pending BCL Ticket,2,,,,
BRAND_CALL_LOG_STATUS,,Pending Inspection,3,,,,
BRAND_CALL_LOG_STATUS,,Pending Decision,4,,,,
BRAND_CALL_LOG_STATUS,,Pending Disposition,5,,,,
BRAND_CALL_LOG_STATUS,,Pending Closed,6,,,,
INSURANCE_STATUS,,Pending Information,1,,,,
INSURANCE_STATUS,,Pending Claim Ticket,2,,,,
INSURANCE_STATUS,,Pending Inspection,3,,,,
INSURANCE_STATUS,,Pending Decision,4,,,,
INSURANCE_STATUS,,Pending Disposition,5,,,,
INSURANCE_STATUS,,Pending Closed,6,,,,
RETURN_TYPES,,Sales Return,,,,,
RETURN_TYPES,,Internal Return,,,,,
RETURN_TYPES,,Exchange Return,,,,,
RETURN_TYPES,,Warranty Claim Return,,,,,
RETURN_TYPES,,Pullback Return,,,,,
RETURN_TYPES,,Lease Return,,,,,
RETURN_CHANNEL_TYPES,,Online,,,,,
RETURN_CHANNEL_TYPES,,Offline,,,,,
RETURN_CHANNEL_TYPES,,Delaer,,,,,
RETURN_CHANNEL_TYPES,,Distributor,,,,,
RETURN_CHANNEL_TYPES,,Franchisee,,,,,
RETURN_CHANNEL_TYPES,,Owned Stores,,,,,
RETURN_CHANNEL_TYPES,,Large Format Retail,,,,,
RETURN_REQUEST_SUB_TYPES,,Refund Request,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_SUB_TYPES,,Exchange Request,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_SUB_TYPES,,Store Credit Request,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_SUB_TYPES,,Warranty Claim,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_SUB_TYPES,,Return for Repair,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_SUB_TYPES,,Return for Recall,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_SUB_TYPES,,Return for Restock,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_SUB_TYPES,,Return for Damaged or Incorrect Product,,,,,Sales Return/Exchange Return/Internal Return/Warranty Claim Return/Pullback Return/Lease Return
RETURN_REQUEST_RETURN_REASONS,,Defective or Damaged Product,,,,,Refund Request/Exchange Request/Store Credit Request/Warranty Claim/Return for Repair/Return for Recall/Return for Restock/Return for Damaged or Incorrect Product
RETURN_REQUEST_RETURN_REASONS,,Incorrect Product,,,,,Refund Request/Exchange Request/Store Credit Request/Warranty Claim/Return for Repair/Return for Recall/Return for Restock/Return for Damaged or Incorrect Product
RETURN_REQUEST_RETURN_REASONS,,Changed My Mind,,,,,Refund Request/Exchange Request/Store Credit Request/Warranty Claim/Return for Repair/Return for Recall/Return for Restock/Return for Damaged or Incorrect Product
RETURN_REQUEST_RETURN_REASONS,,Don’t Like the Product,,,,,Refund Request/Exchange Request/Store Credit Request/Warranty Claim/Return for Repair/Return for Recall/Return for Restock/Return for Damaged or Incorrect Product
RETURN_REQUEST_RETURN_REASONS,,Product Arrived Late,,,,,Refund Request/Exchange Request/Store Credit Request/Warranty Claim/Return for Repair/Return for Recall/Return for Restock/Return for Damaged or Incorrect Product
RETURN_REQUEST_RETURN_REASONS,,Billing or Payment Issues,,,,,Refund Request/Exchange Request/Store Credit Request/Warranty Claim/Return for Repair/Return for Recall/Return for Restock/Return for Damaged or Incorrect Product
RETURN_REQUEST_RETURN_REASONS,,Product Packaging Issues,,,,,Refund Request/Exchange Request/Store Credit Request/Warranty Claim/Return for Repair/Return for Recall/Return for Restock/Return for Damaged or Incorrect Product
RETURN_REQUEST_RETURN_SUB_REASONS,,Inappropriate Size,,,,,Return for Damaged or Incorrect Product/Defective or Damaged Product/Incorrect Product/Changed My Mind/Don’t Like the Product/Product Arrived Late/Billing or Payment Issues/Product Packaging Issues
RETURN_REQUEST_RETURN_SUB_REASONS,,Inadequate Features,,,,,Return for Damaged or Incorrect Product/Defective or Damaged Product/Incorrect Product/Changed My Mind/Don’t Like the Product/Product Arrived Late/Billing or Payment Issues/Product Packaging Issues
RETURN_REQUEST_RETURN_SUB_REASONS,,Color Dissatisfaction,,,,,Return for Damaged or Incorrect Product/Defective or Damaged Product/Incorrect Product/Changed My Mind/Don’t Like the Product/Product Arrived Late/Billing or Payment Issues/Product Packaging Issues
RETURN_REQUEST_RETURN_SUB_REASONS,,Too Noisy,,,,,Return for Damaged or Incorrect Product/Defective or Damaged Product/Incorrect Product/Changed My Mind/Don’t Like the Product/Product Arrived Late/Billing or Payment Issues/Product Packaging Issues
