Client Category L1,Client Category L2,Client Category L3,Category L1,Category L2,Category L3,Category L4,Category L5,Category L6,Bmaxx Parent,Bmaxx Child
Computers Peripherals,Software,License,Others,,,,,,Mobiles and Tablets,Mobile
Music,CD Classical,CD Thematic,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Imaging,DSLR Cameras,Full Frame & Mirrorless-D,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Camera Attachments,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Entertainment,DVD/VCD/Content,DVD Players - 2.1 Channel,Electronics and Appliances,Home Appliances,DVD Player,,,,Mobiles and Tablets,Mobile
Imaging,DSLR Cameras,DSLR High End-D,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Mainstream-D,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Bags,Backpacks-Oem,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Entry-D,IT,Desktop and Laptop,Laptop,,,,Mobiles and Tablets,Mobile
Movies,DVD Hollywood,DH Music Videos,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,VCD Bollywood,VB Music Videos,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Entertainment,DVD/VCD/Content,Streaming Devices,Electronics and Appliances,Others,,,,,Mobiles and Tablets,Mobile
Movies,DVD Bollywood,Movie DVD,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Printers & Office Solutions,Ink Bottles,IT,Printer,Accessories Printer,Ink,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Consignments,Carry Bags Consignment,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Communication,Navigation Systems,Navigation Software CD's,Electronics and Appliances,Others,,,,,Mobiles and Tablets,Mobile
Movies,DVD Hollywood,DH Kids/Cartoon/Animation,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Consignments,Desktops Consignment,IT,Desktop and Laptop,Desktop,Desktop CPU,,,Mobiles and Tablets,Mobile
Computers Peripherals,Software,Online Software,Others,,,,,,Mobiles and Tablets,Mobile
Music,CD International,CD Rock,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,VCD Regional,VR Telgu,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,DVD Television,DT English,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Music,CD Devotional,CD North Indian,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Providers,GIFT Cards,Others,,,,,,Mobiles and Tablets,Mobile
Entertainment,DVD/VCD/Content,Content & Subscriptions,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Communications,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Books,Magazines,Others,Stationery,Books,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Bags,Sling/Messenger Bags,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Trade In,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Trade In Mobile GST,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Trade In New,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Trade In Purchase,Others,,,,,,Mobiles and Tablets,Mobile
Entertainment,DVD/VCD/Content,ExWty- DVD / VCD,Electronics and Appliances,Home Appliances,DVD Player,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Gift Cards,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Large Appliances,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Small Appliances,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Computers / Peripherals,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Imaging,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Entertainment,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Gaming,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Movies,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Gift Card,Gift Card,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Spares,Appliance Small,Electronics and Appliances,Home Appliances,Spares Home appliances,,,,Mobiles and Tablets,Mobile
Miscellaneous,Spares,Computers/Peripherals,IT,Desktop and Laptop,Spares and Parts Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
Miscellaneous,Spares,Entertainment,Electronics and Appliances,Home Appliances,Spares Home appliances,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Other Charges,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Scrap Sales,Others,,,,,,Mobiles and Tablets,Mobile
Charge,ECharge,Idea Recharge,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Simcard,Idea,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Miscellaneous,Spares,Appliance Large,Electronics and Appliances,Home Appliances,Spares Home appliances,,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Watches,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Music,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Spares,Imaging,Electronics and Appliances,Home Appliances,Spares Home appliances,,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Imaging,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Repair & Services,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Kitchen,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Computers,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Entertainment,Others,,,,,,Mobiles and Tablets,Mobile
Charge,ECharge,Airtel Echarge,Others,,,,,,Mobiles and Tablets,Mobile
Charge,ECharge,Vodafone Echarge,Others,,,,,,Mobiles and Tablets,Mobile
Charge,ECharge,Tata Indicom Echarge,Others,,,,,,Mobiles and Tablets,Mobile
Charge,ECharge,BPL Echarge,Others,,,,,,Mobiles and Tablets,Mobile
Charge,ECharge,Virgin Echarge,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Simcard,Airtel,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,Simcard,Tata Indicom,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,Simcard,BPL,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,Simcard,Virgin,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Appliances,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Imaging Accessories,Imaging Training Guides,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Charge,Shop in Shop,Entertainment_L,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Spares,Communications,Electronics and Appliances,Mobiles and Tablets,Spares mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,Simcard,Vodafone,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,Simcard,Prepaid Simcards,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,ECharge,Aircel Echarge,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Croma Bags Plastic & Paper,Croma Take away Bags,Others,Stationery,Others,,,,Mobiles and Tablets,Mobile
Entertainment,Dummy ENT LCD / LED / Plasma,Dummies LCD / LED / Plasma,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Dummy IMG Cameras / Camcorders,Dummy Cameras / Camcorders,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Dummy Laptop / Netbook / Tabs,Notebook -D,Others,,,,,,Mobiles and Tablets,Mobile
Miscellaneous,Dummy Units Misc,Misc Dummy units,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Bags,Trolley Bags,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Consignments,Printers Multi Function Consig,IT,Printer,others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Computer Consignments,Disney Consignment,Others,,,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Providers,Recharge Vouchers,Others,,,,,,Mobiles and Tablets,Mobile
Entertainment,Mounts & Stands,DVD Stands,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Miscellaneous,Free Gifts,Coupons / Vouchers,Others,,,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Antivirus & Softwares,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,GEEK Services,Geek Services,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Ultra Thin D,IT,Desktop and Laptop,Laptop,,,,Mobiles and Tablets,Mobile
Communication,Phones Mobile Accessories,Mounts & Enhancements,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Charge,Onsite Service,Onsite Service,Others,,,,,,Mobiles and Tablets,Mobile
Music,CD Regional,CD Marathi,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Movies,VCD Bollywood,VB New Hindi Film,Electronics and Appliances,Home Appliances,Video or PC Game CD or DVD,,,,Mobiles and Tablets,Mobile
Imaging,Digital Cameras,Basic Cameras D,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Imaging,Digital Cameras,Advanced Cameras D,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Imaging,Camcorders,Camcorders Flash Memory D,Electronics and Appliances,Home Appliances,Accessories Home Appliances,,,,Mobiles and Tablets,Mobile
Imaging,Digital Cameras,Prosumer Cameras D,Electronics and Appliances,Home Appliances,Digital Camera,,,,Mobiles and Tablets,Mobile
Charge,Simcard,Reliance,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Large Appliances,Dummies,Dummies Refrigerators,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Onsite Service,Accidental Damage Service,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Laptops,Entry Gaming Demo,IT,Desktop and Laptop,Laptop,,,,Mobiles and Tablets,Mobile
Charge,Simcard,Postpaid Simcards,Electronics and Appliances,Mobiles and Tablets,Accessories mobiles and Tablets,Others,,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Bags,Others,,,,,,Mobiles and Tablets,Mobile
Imaging,Travel Accessories,Travel Security,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Laptops,Mainstream Gaming Demo,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Ewaste 18,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Ewaste 28,Others,,,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Ewaste 12,Others,,,,,,Mobiles and Tablets,Mobile
Gaming,Toys,Action Figures & Toys_L,Others,Kid's and Baby products,Toys,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,PC Games,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Sony Play Station - 2 Games,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Sony PSP Games,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Sony Play Station - 3 Games,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Handheld/Vedio Games,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Nintendo Wii Games,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Consoles and Accessories,Nintendo Wii,IT,Desktop and Laptop,Others,,,,Mobiles and Tablets,Mobile
Charge,Other Charges,Annual Subscription,Others,,,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Gaming-D,IT,Desktop and Laptop,Laptop,,,,Mobiles and Tablets,Mobile
Computers Peripherals,Mobile Computing,Backpacks-Oem,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Computers Peripherals,Gaming Laptops,Gaming Backpacks,IT,Desktop and Laptop,Accessories Desktop and Laptop,Laptop cover/ Bag,,,Mobiles and Tablets,Mobile
Large Appliances,Dummies,Split AC,Electronics and Appliances,Large Appliances,Split AC,,,,Mobiles and Tablets,Mobile
Large Appliances,Televisions,Television,Electronics and Appliances,Large Appliances,Television,,,,Mobiles and Tablets,Mobile
Large Appliances,Televisions,LED TV,Electronics and Appliances,Large Appliances,LED TV,,,,Mobiles and Tablets,Mobile
Large Appliances,Refrigerators,Refrigerator,Electronics and Appliances,Large Appliances,Refrigerator,,,,Mobiles and Tablets,Mobile
Communication,Smart Phones,Smart Phone,Communication,Mobile Phone,Smart Phone,,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,HDMI Cable,Computers Peripherals,PC Accessories,HDMI Cable,,,,Mobiles and Tablets,Mobile
Electronics and Appliances,Large Appliances,Television,Electronics and Appliances,Home Appliances,Television,,,,Mobiles and Tablets,Mobile
Electronics and Appliances,Large Appliances,LED TV,Electronics and Appliances,Home Appliances,Television,,,,Mobiles and Tablets,Mobile
Electronics and Appliances,Large Appliances,Refrigerator,Electronics and Appliances,Kitchen appliances,Refrigerator,,,,Mobiles and Tablets,Mobile
Electronics and Appliances,Large Appliances,Split AC,Electronics and Appliances,Home Appliances,Air conditioner,Split AC,,,Mobiles and Tablets,Mobile
Communication,Mobile Phone,Smart Phone,Electronics and Appliances,Mobiles and Tablets,Mobile,,,,Mobiles and Tablets,Mobile
Computers Peripherals,PC Accessories,HDMI Cable,IT,Desktop and Laptop,Accessories Desktop and Laptop,Others,,,Mobiles and Tablets,Mobile
